mean_predicted_risk,fraction_positive,model
0.4466439078845096,0.437696335078534,XGBoostCalibratedTuned
0.5467058355011198,0.5386861313868613,XGBoostCalibratedTuned
0.6459320125308486,0.7009569377990431,XGBoostCalibratedTuned
0.7230671459853695,0.8252427184466019,XGBoostCalibratedTuned
0.06718738170916899,0.03504948696994461,XGBoostRaw
0.1424127043877109,0.06903460316551704,XGBoostRaw
0.2424856623544179,0.12846813519421557,XGBoostRaw
0.3447242750581808,0.19588414634146342,XGBoostRaw
0.44470268616135694,0.26102807145461177,XGBoostRaw
0.5449294328446621,0.358695652173913,XGBoostRaw
0.6471637138471523,0.4874551971326165,XGBoostRaw
0.7457469169375965,0.5728155339805825,XGBoostRaw
0.8407988061670397,0.740983606557377,XGBoostRaw
0.921176528229433,0.9411764705882353,XGBoostRaw
0.04969095033154524,0.020008892841262782,XGBoostDeep
0.15940982472661056,0.0560081053698075,XGBoostDeep
0.2425660297869025,0.08338755693478152,XGBoostDeep
0.3444200234215172,0.13917296576256113,XGBoostDeep
0.44530972208546493,0.19600322971336293,XGBoostDeep
0.5453030882530253,0.2638494318181818,XGBoostDeep
0.6437744985494035,0.36642238507661556,XGBoostDeep
0.7450129490087528,0.47964796479647964,XGBoostDeep
0.8446826721714661,0.6761061946902654,XGBoostDeep
0.9204979327237495,0.8130841121495327,XGBoostDeep
0.06521209464075689,0.06230180542048962,XGBoostDeepCalibrated
0.13622371428801572,0.1432530377318269,XGBoostDeepCalibrated
0.2430896588310298,0.24561849123698248,XGBoostDeepCalibrated
0.342964389496587,0.32166172106824925,XGBoostDeepCalibrated
0.44561254297798375,0.4431578947368421,XGBoostDeepCalibrated
0.5463579626812434,0.5630914826498423,XGBoostDeepCalibrated
0.6405925373131678,0.7205128205128205,XGBoostDeepCalibrated
0.7146722661444467,0.9655172413793104,XGBoostDeepCalibrated
