mean_predicted_risk,fraction_positive,model
0.09110364571088139,0.034482758620689655,LogisticRegression
0.17049243069204573,0.027839151568714096,LogisticRegression
0.25729654761109527,0.04750074530458114,LogisticRegression
0.3513769537900136,0.06086102069643186,LogisticRegression
0.4483713948052942,0.08565149136577709,LogisticRegression
0.5466505795361335,0.11591581716540611,LogisticRegression
0.6449637400923,0.18320180383314544,LogisticRegression
0.7429328563386949,0.30313390313390315,LogisticRegression
0.840881953059809,0.48495702005730656,LogisticRegression
0.9279769153453831,0.7785977859778598,LogisticRegression
0.09145930358682283,0.0,RandomForest
0.15259423077822512,0.015130190007037298,RandomForest
0.2689922310006147,0.04329507482202528,RandomForest
0.35070523044507335,0.06414694454256446,RandomForest
0.4423048813262647,0.10576318107461935,RandomForest
0.5458215409560918,0.17446653734238604,RandomForest
0.6433118000240674,0.27495378927911274,RandomForest
0.7401924313230794,0.4249706916764361,RandomForest
0.8382679366362151,0.6515748031496063,RandomForest
0.9190179614431275,0.72,RandomForest
0.0695383259269129,0.024520914898001237,RandomForestTuned
0.14956831621603933,0.06611748365621782,RandomForestTuned
0.24110264403110934,0.14074610648315827,RandomForestTuned
0.3425369690908303,0.2354543685541934,RandomForestTuned
0.44205122398514235,0.3511560693641618,RandomForestTuned
0.543310318721049,0.5126353790613718,RandomForestTuned
0.6423423749588145,0.6451612903225806,RandomForestTuned
0.7409808696358652,0.781021897810219,RandomForestTuned
0.8327923593883174,0.8571428571428571,RandomForestTuned
0.18841145645629176,0.0,ExtraTrees
0.27479447584963895,0.02824858757062147,ExtraTrees
0.3562894171546997,0.05481450604418508,ExtraTrees
0.4458196849546068,0.09179793590439979,ExtraTrees
0.5424249055224604,0.16839618661942124,ExtraTrees
0.6399751030122393,0.29546000480422774,ExtraTrees
0.7396166029000463,0.5084745762711864,ExtraTrees
0.8272313661468187,0.7164179104477612,ExtraTrees
0.9033637524617573,1.0,ExtraTrees
0.09078580776365416,0.022222222222222223,ExtraTreesTuned
0.16008244016348286,0.0544008841678691,ExtraTreesTuned
0.24151582550115025,0.10529128808123998,ExtraTreesTuned
0.34073805055634737,0.21005728835136855,ExtraTreesTuned
0.44175815201929347,0.3457983193277311,ExtraTreesTuned
0.5424960205955778,0.5152253349573691,ExtraTreesTuned
0.6384481785934669,0.636085626911315,ExtraTreesTuned
0.7384261093326443,0.773109243697479,ExtraTreesTuned
0.8217160943704205,1.0,ExtraTreesTuned
0.06443176675817179,0.06056149439164124,GradientBoosting
0.13681892994771136,0.14138016940707523,GradientBoosting
0.2413648380500228,0.24396782841823056,GradientBoosting
0.3433921634954113,0.3498677248677249,GradientBoosting
0.4455309053411971,0.4627450980392157,GradientBoosting
0.5433130640573169,0.5546218487394958,GradientBoosting
0.6447504954187485,0.6623376623376623,GradientBoosting
0.7429817878403595,0.7654320987654321,GradientBoosting
0.836130003079448,0.8813559322033898,GradientBoosting
0.9178683135519392,1.0,GradientBoosting
0.07389325949123612,0.06493248215102519,XGBoostCalibrated
0.1316802689425255,0.16334903510104848,XGBoostCalibrated
0.24204654121940525,0.2806414662084765,XGBoostCalibrated
0.3450798157126078,0.33532934131736525,XGBoostCalibrated
0.44637255411198845,0.42295081967213116,XGBoostCalibrated
0.5489454838258913,0.525,XGBoostCalibrated
0.6500097803478869,0.5769230769230769,XGBoostCalibrated
0.7510439527016902,0.625,XGBoostCalibrated
0.8445145339526731,0.7459016393442623,XGBoostCalibrated
0.9226603226630842,0.9230769230769231,XGBoostCalibrated
0.06519717975269253,0.062157487862307514,XGBoostCalibratedTuned
0.13607562067215273,0.14773404889683958,XGBoostCalibratedTuned
0.24359146351750877,0.24645057594428074,XGBoostCalibratedTuned
0.34371704060944563,0.29958799293702176,XGBoostCalibratedTuned
