mean_predicted_risk,fraction_positive,model
0.09132813114186364,0.037037037037037035,LogisticRegression
0.17023442973119376,0.03199639477242001,LogisticRegression
0.2570647698184023,0.04612159329140461,LogisticRegression
0.3513352261653848,0.06192026537256588,LogisticRegression
0.44838743898124145,0.08449733792671468,LogisticRegression
0.5466475393049993,0.11735700197238659,LogisticRegression
0.6448178213063526,0.18207049680821538,LogisticRegression
0.7431483483330112,0.3038263849229012,LogisticRegression
0.8403917799228665,0.48344370860927155,LogisticRegression
0.9267025859625264,0.8023255813953488,LogisticRegression
0.08567731840818885,0.0,RandomForest
0.1541452756918684,0.015311702515493984,RandomForest
0.2695383999746993,0.043574186431329286,RandomForest
0.34967156410321776,0.06510463244500089,RandomForest
0.4423193550710527,0.10455151399733384,RandomForest
0.5463571146866812,0.17392914455005554,RandomForest
0.6438505389461914,0.2723839146856254,RandomForest
0.7400816862044161,0.4235909355026148,RandomForest
0.8370842917113821,0.6374269005847953,RandomForest
0.9191032288448573,0.7543859649122807,RandomForest
0.06859354881081077,0.02367330834484119,RandomForestTuned
0.14918641553819004,0.0663486556808326,RandomForestTuned
0.24115424811304986,0.1396749383253519,RandomForestTuned
0.3423771935135519,0.23291682936352986,RandomForestTuned
0.44240751233753967,0.35316336166194523,RandomForestTuned
0.5444411983297213,0.5164319248826291,RandomForestTuned
0.6393220929630573,0.6558265582655827,RandomForestTuned
0.741423839543717,0.7368421052631579,RandomForestTuned
0.8321075323218825,0.8928571428571429,RandomForestTuned
0.18923126547339408,0.0,ExtraTrees
0.2747826396311464,0.02612137203166227,ExtraTrees
0.3562134493129224,0.05462847654628476,ExtraTrees
0.4459854533346557,0.09242354128980691,ExtraTrees
0.5423441544180071,0.16897342277320201,ExtraTrees
0.6404981589945153,0.29639359923572967,ExtraTrees
0.739691479269189,0.5017331022530329,ExtraTrees
0.8277763111574421,0.6868686868686869,ExtraTrees
0.9031413552117955,1.0,ExtraTrees
0.09011872594310183,0.014005602240896359,ExtraTreesTuned
0.15970911212724828,0.05430451302010935,ExtraTreesTuned
0.24129939857087274,0.10548627402559987,ExtraTreesTuned
0.34028075939614805,0.20745357415415924,ExtraTreesTuned
0.4403740834396295,0.34810636583400484,ExtraTreesTuned
0.5428009752957504,0.5067319461444308,ExtraTreesTuned
0.6416289089867969,0.6555891238670695,ExtraTreesTuned
0.7383139555663252,0.8018867924528302,ExtraTreesTuned
0.820195031865079,0.9444444444444444,ExtraTreesTuned
0.06432670242921265,0.060530825680010544,GradientBoosting
0.13672675883153085,0.1409937888198758,GradientBoosting
0.24135083592952386,0.24725943970767356,GradientBoosting
0.3433435210087691,0.34358288770053474,GradientBoosting
0.4450413474898136,0.4634146341463415,GradientBoosting
0.5441228514192772,0.5475206611570248,GradientBoosting
0.645553075755333,0.6724137931034483,GradientBoosting
0.7408171851074324,0.7559523809523809,GradientBoosting
0.8366199272937702,0.8870967741935484,GradientBoosting
0.9148578896126321,1.0,GradientBoosting
0.07401210669591528,0.06502126306585589,XGBoostCalibrated
0.1317370302924377,0.16326375711574953,XGBoostCalibrated
0.24125698692201183,0.2784466019417476,XGBoostCalibrated
0.34532992934957585,0.34955312810327704,XGBoostCalibrated
0.4459754886515154,0.4357262103505843,XGBoostCalibrated
0.548570980908274,0.5319148936170213,XGBoostCalibrated
0.648069536566462,0.5386904761904762,XGBoostCalibrated
0.7500961367365078,0.6512455516014235,XGBoostCalibrated
0.8452640491680343,0.7370689655172413,XGBoostCalibrated
0.9234218265775498,0.92,XGBoostCalibrated
0.06524026083000438,0.06204797932428771,XGBoostCalibratedTuned
0.13597582061949687,0.14765700663041048,XGBoostCalibratedTuned
0.24291547873546102,0.24599358974358973,XGBoostCalibratedTuned
0.34323350695867527,0.2992266508030934,XGBoostCalibratedTuned
0.4453513958942125,0.44572025052192066,XGBoostCalibratedTuned
0.5461185647387774,0.5458515283842795,XGBoostCalibratedTuned
0.6461441981274963,0.6737089201877934,XGBoostCalibratedTuned
0.7245747125549378,0.8529411764705882,XGBoostCalibratedTuned
0.06801207109036055,0.03750112683674389,XGBoostRaw
0.14247337560378676,0.06787382173452139,XGBoostRaw
0.2430765640275204,0.13173803526448363,XGBoostRaw
0.3445446121259877,0.1930464848252017,XGBoostRaw
0.44514607502904385,0.25973548861131524,XGBoostRaw
0.5454479606989618,0.35490463215258855,XGBoostRaw
0.6472407598842057,0.4824561403508772,XGBoostRaw
0.7425762786239875,0.5846994535519126,XGBoostRaw
0.8414634673001262,0.7413249211356467,XGBoostRaw
0.9232876914388993,0.9117647058823529,XGBoostRaw
0.049674933974703225,0.019962859795728878,XGBoostDeep
0.15936755958730725,0.05546597871654305,XGBoostDeep
0.24237265469069616,0.08397707450784948,XGBoostDeep
0.34438588260301767,0.13881146170141598,XGBoostDeep
0.4457427257260242,0.1937140509449466,XGBoostDeep
0.5458480454516311,0.2642163661581137,XGBoostDeep
0.6447416982967186,0.36268068331143233,XGBoostDeep
0.7452062302310957,0.4840834248079034,XGBoostDeep
0.843968172652134,0.6811594202898551,XGBoostDeep
0.922654187257311,0.8230088495575221,XGBoostDeep
0.06528520415791436,0.06238022028936672,XGBoostDeepCalibrated
0.1366332156693383,0.14430835734870318,XGBoostDeepCalibrated
0.24267012198478496,0.24617737003058104,XGBoostDeepCalibrated
0.3429119689639285,0.3117782909930716,XGBoostDeepCalibrated
0.4453020489402377,0.4556277056277056,XGBoostDeepCalibrated
0.548322293963713,0.5572519083969466,XGBoostDeepCalibrated
0.6408217557689386,0.7379679144385026,XGBoostDeepCalibrated
0.7153672310227716,0.9285714285714286,XGBoostDeepCalibrated
