mean_predicted_risk,fraction_positive,model
0.1897237493632912,0.06060606060606061,LogisticRegression
0.27265970876439666,0.07546274323682961,LogisticRegression
0.35951952730855424,0.09386617100371747,LogisticRegression
0.45061378743999736,0.13015122488077283,LogisticRegression
0.5446174520139555,0.16764322916666666,LogisticRegression
0.6407920586255801,0.24636201174368139,LogisticRegression
0.734297160345798,0.3487892838742916,LogisticRegression
0.8206919010517753,0.49242424242424243,LogisticRegression
0.28181781943193696,0.07715582450832073,RandomForest
0.36380269334417104,0.09622067767158993,RandomForest
0.4462458267031461,0.14023947177202792,RandomForest
0.5405293539489476,0.2113188331999709,RandomForest
0.6363925184805047,0.300324196875921,RandomForest
0.7308205395415396,0.4004424778761062,RandomForest
0.8181620489205247,0.6470588235294118,RandomForest
0.17686792638498558,0.07846800560485755,RandomForestTuned
0.24874175906968155,0.12873935556700777,RandomForestTuned
0.33830980064503663,0.20572982544902604,RandomForestTuned
0.43700781579771275,0.3078115313081215,RandomForestTuned
0.537300114806808,0.38986013986013984,RandomForestTuned
0.6318877018936728,0.5540540540540541,RandomForestTuned
0.7275753294651706,0.3333333333333333,RandomForestTuned
0.1964044915909726,0.0,ExtraTrees
0.2810813300658879,0.05747126436781609,ExtraTrees
0.3704596591562886,0.08721636007096835,ExtraTrees
0.45038501386414004,0.12884876613085805,ExtraTrees
0.5398354395283125,0.1962453489683166,ExtraTrees
0.6359259859715695,0.28497757847533634,ExtraTrees
0.7207045916221867,0.4166666666666667,ExtraTrees
0.181712736278475,0.06783369803063458,ExtraTreesTuned
0.2609871855411356,0.10806547032143561,ExtraTreesTuned
0.34114769244181514,0.16462804005722462,ExtraTreesTuned
0.4383664506115734,0.25992632009823985,ExtraTreesTuned
0.5347475884975703,0.33557046979865773,ExtraTreesTuned
0.632467803020476,0.5043478260869565,ExtraTreesTuned
0.7030373049249159,1.0,ExtraTreesTuned
0.08679706863422608,0.08349568605622043,GradientBoosting
0.13865219722312677,0.1387028888463746,GradientBoosting
0.2363802153166194,0.24255813953488373,GradientBoosting
0.33900949465556296,0.3180851063829787,GradientBoosting
0.44192633828634514,0.43133462282398455,GradientBoosting
0.538864978977363,0.5306122448979592,GradientBoosting
0.6278528869171677,0.5454545454545454,GradientBoosting
0.711150934831883,1.0,GradientBoosting
0.09479337288800331,0.07057546145494029,XGBoostCalibrated
0.13450961580448903,0.13677449618417017,XGBoostCalibrated
0.2362608580671083,0.249728555917481,XGBoostCalibrated
0.33927080949632044,0.32599118942731276,XGBoostCalibrated
0.44502865697126864,0.40602836879432624,XGBoostCalibrated
0.5468631884325479,0.40358744394618834,XGBoostCalibrated
0.6421436004333341,0.5047619047619047,XGBoostCalibrated
0.7432398050092099,0.5833333333333334,XGBoostCalibrated
0.8312203541205673,0.5,XGBoostCalibrated
0.08852012113038354,0.08358125697285236,XGBoostCalibratedTuned
0.13679798948746438,0.13826181492613673,XGBoostCalibratedTuned
0.23794948318805756,0.2398450340455506,XGBoostCalibratedTuned
0.33888309098529557,0.3240917782026769,XGBoostCalibratedTuned
0.4389129409540783,0.4271356783919598,XGBoostCalibratedTuned
0.5311946846421627,0.536,XGBoostCalibratedTuned
0.6120792329954174,1.0,XGBoostCalibratedTuned
0.0868706540918789,0.06134969325153374,XGBoostRaw
0.16984671094317874,0.0903489338133481,XGBoostRaw
0.24468146197576052,0.13227070187505607,XGBoostRaw
0.34190283716794817,0.1870333141872487,XGBoostRaw
0.4413458268064244,0.266401173758122,XGBoostRaw
0.5383904624334622,0.336996336996337,XGBoostRaw
0.6389106894807094,0.3967280163599182,XGBoostRaw
0.7411500037225902,0.5299145299145299,XGBoostRaw
0.8195179429921237,0.6363636363636364,XGBoostRaw
