Model,Threshold,Recall,Precision,F1,FPR
LogisticRegression,0.2,0.999808227059162,0.15118824945263676,0.26265806841654493,0.9994707278345939
LogisticRegression,0.22,0.9995205676479049,0.15131368848889534,0.262837403396412,0.9982073039558826
LogisticRegression,0.24,0.9986575894141336,0.1514975198917771,0.2630847731635849,0.9959194823376757
LogisticRegression,0.26,0.99606865471282,0.15180920091190742,0.2634642454062417,0.9909340800054635
LogisticRegression,0.28,0.9925208553073162,0.15254362178731432,0.2644440186498052,0.9817998668282939
LogisticRegression,0.3,0.9845622782625372,0.15357463356266826,0.26570404585387314,0.9662119478923017
LogisticRegression,0.32,0.9729600153418353,0.15529775478657462,0.267843944673213,0.9423093339707364
LogisticRegression,0.34,0.9538786077284496,0.1573702028031765,0.2701682440965197,0.9094261665329259
LogisticRegression,0.36,0.9301946495349506,0.16059131240895247,0.2738964100681847,0.8657356029434362
LogisticRegression,0.38,0.8973055901812255,0.1644032957959277,0.27789161098737936,0.8120571613938639
LogisticRegression,0.4,0.8586633426023588,0.16937131184748072,0.28293391889543607,0.7498079254238446
LogisticRegression,0.42,0.8093776968069806,0.17509905200489556,0.28791186301930555,0.6789366751464035
LogisticRegression,0.44,0.7529964522005945,0.18088635002533746,0.2916999424251992,0.6071434669034164
LogisticRegression,0.46,0.6913414517211621,0.18801011760410963,0.2956250768789208,0.5316453535025866
LogisticRegression,0.48,0.6241250359574264,0.1957888404271319,0.29807207949809955,0.4564716327192638
LogisticRegression,0.5,0.5524978425544156,0.20332404107413812,0.2972554684275691,0.3854637960765567
LogisticRegression,0.52,0.4882539073736696,0.21427369129776133,0.2978387389231714,0.3187925765310478
LogisticRegression,0.54,0.4238181992520855,0.2270275823103395,0.29567195130109036,0.2569360263611685
LogisticRegression,0.56,0.36503979288522387,0.24040161656984088,0.28989149057681324,0.20537467347322053
LogisticRegression,0.58,0.3103845047463803,0.2563960396039604,0.2808189468205084,0.16028409963975346
LogisticRegression,0.6,0.2562086489596318,0.26970828706974864,0.26278520849724624,0.12352529408751771
RandomForest,0.2,1.0,0.15114492753623188,0.26259930252174896,1.0
RandomForest,0.22,1.0,0.151147118074175,0.2626026086518608,0.9999829267043417
RandomForest,0.24,0.9997123405887429,0.1511321137622126,0.26257004344267454,0.9998121937477591
RandomForest,0.26,0.9989452488253907,0.1512419610063441,0.2627092999798265,0.9981902306602244
RandomForest,0.28,0.9966439735353342,0.1517416566907063,0.2633826193824673,0.9920267709275922
RandomForest,0.3,0.9902195800172595,0.1525902065663879,0.2644321251616372,0.9791705792969216
RandomForest,0.32,0.9814939112091284,0.1546316998005922,0.2671712887438825,0.9554216250362808
RandomForest,0.34,0.9629878224182568,0.15714285714285714,0.27019464883842936,0.9196872172235406
RandomForest,0.36,0.9339342218812926,0.16095714970336952,0.27459051055792055,0.8668624404568814
