mean_predicted_risk,fraction_positive,model
0.18357778459143223,0.06451612903225806,LogisticRegression
0.268953868506936,0.06598712446351931,LogisticRegression
0.35707077490222167,0.08397046330784813,LogisticRegression
0.44992131260057694,0.1151465125877012,LogisticRegression
0.5454648551111846,0.15602254050246536,LogisticRegression
0.6421492517845442,0.23162393162393163,LogisticRegression
0.7362187386664936,0.3278236914600551,LogisticRegression
0.8239580591875958,0.5055350553505535,LogisticRegression
0.28064750418571166,0.05623003194888179,RandomForest
0.3615514149909247,0.08570665717337131,RandomForest
0.4462331734129094,0.12998727041280234,RandomForest
0.541513557483262,0.20273501718726647,RandomForest
0.6365159073006689,0.29916897506925205,RandomForest
0.7299414754889226,0.4093816631130064,RandomForest
0.8166537866985805,0.2857142857142857,RandomForest
0.09990356581204321,0.0,RandomForestTuned
0.17516443414085733,0.07888747016043968,RandomForestTuned
0.2429482442635392,0.1266390133904958,RandomForestTuned
0.339211270294953,0.21064969859343605,RandomForestTuned
0.43706557774238164,0.33132756675441893,RandomForestTuned
0.5326145491402989,0.44212962962962965,RandomForestTuned
0.6208065156540018,0.5862068965517241,RandomForestTuned
0.7069720859291473,0.0,RandomForestTuned
0.28431468821460676,0.04304635761589404,ExtraTrees
0.36958790690403154,0.07756212848241782,ExtraTrees
0.4480928892456787,0.11583640836408364,ExtraTrees
0.5417998961489044,0.18757205441549457,ExtraTrees
0.6344745709430608,0.29092507141287627,ExtraTrees
0.7219181763996918,0.4240506329113924,ExtraTrees
0.1823394095635216,0.06563146997929607,ExtraTreesTuned
0.2519054265384403,0.10217426843223802,ExtraTreesTuned
0.341594434448392,0.17057774779549945,ExtraTreesTuned
0.4367797181703834,0.27827586206896554,ExtraTreesTuned
0.532070835820641,0.37749120750293086,ExtraTreesTuned
0.6242309689264156,0.5161290322580645,ExtraTreesTuned
0.08442411548830762,0.07962751805397188,GradientBoosting
0.13663906134011752,0.13699135568205778,GradientBoosting
0.2375673590076626,0.23874806001034662,GradientBoosting
0.3390434530031889,0.3508667065152421,GradientBoosting
0.43879470597919146,0.4304635761589404,GradientBoosting
0.5372771812789714,0.44166666666666665,GradientBoosting
0.6335528218093799,0.6956521739130435,GradientBoosting
0.7327505219457492,0.5714285714285714,GradientBoosting
0.09506272647075112,0.06877631746841904,XGBoostCalibrated
0.1293159604007233,0.12883615860713696,XGBoostCalibrated
0.2363184415164224,0.2706277141729175,XGBoostCalibrated
0.3401645511989049,0.3634703196347032,XGBoostCalibrated
0.44294042218130225,0.42819148936170215,XGBoostCalibrated
0.5437798862477339,0.4596774193548387,XGBoostCalibrated
0.6440396720857336,0.6222222222222222,XGBoostCalibrated
0.7238789450353443,0.75,XGBoostCalibrated
0.08748733262735185,0.07858775717551435,XGBoostCalibratedTuned
0.13499767840245308,0.13682178317119648,XGBoostCalibratedTuned
0.23736160610370485,0.2413840450363861,XGBoostCalibratedTuned
0.3392247908665375,0.3538922155688623,XGBoostCalibratedTuned
0.43519939966716176,0.43914081145584727,XGBoostCalibratedTuned
0.529934771715141,0.6440677966101694,XGBoostCalibratedTuned
0.08881217625769064,0.040998217468805706,XGBoostRaw
0.1644518302554761,0.08380742124479919,XGBoostRaw
0.2435877892892096,0.13005888052470746,XGBoostRaw
0.3427851133247434,0.18450765864332605,XGBoostRaw
0.4420327919292259,0.2605602489995554,XGBoostRaw
0.5414294837967909,0.35124508519003933,XGBoostRaw
0.6383182274654877,0.43388429752066116,XGBoostRaw
0.737640695751838,0.5,XGBoostRaw
0.8355651845534643,0.75,XGBoostRaw
