Model,Threshold,Recall,Precision,F1,FPR
LogisticRegression,0.2,0.9998102106661606,0.229153073208926,0.3728501663245806,0.9994360160171452
LogisticRegression,0.22,0.9996204213323211,0.22934235162634076,0.37308745749905553,0.9981764517887692
LogisticRegression,0.24,0.9986714746631239,0.22967467846126985,0.373460769585635,0.9953565318744948
LogisticRegression,0.26,0.9963307395457709,0.2302855722411499,0.3741032828162858,0.9896038952493749
LogisticRegression,0.28,0.9917125324223446,0.23126401510680986,0.3750643011807491,0.9796025792867482
LogisticRegression,0.3,0.9838679066236478,0.23285620171288254,0.3765845390156789,0.9632094448517662
LogisticRegression,0.32,0.9709622319225659,0.23516433003907147,0.37862640615748966,0.9384129490722464
LogisticRegression,0.34,0.9525526665401405,0.23837568273569223,0.38132502659170336,0.9044047149060966
LogisticRegression,0.36,0.9277535269184538,0.24295086312580763,0.38506479013772005,0.8590792021506589
LogisticRegression,0.38,0.8946036566078319,0.24807031085537856,0.38843031959456675,0.8058015152369673
LogisticRegression,0.4,0.8525969507180363,0.2541870992078461,0.3916195679021314,0.7433872878010265
LogisticRegression,0.42,0.8044537230340988,0.2620180915291257,0.39528738847959216,0.6733028781982592
LogisticRegression,0.44,0.7546023913456064,0.27221068486273076,0.40009391876027234,0.59953377324084
LogisticRegression,0.46,0.6938698045169861,0.2815267332323725,0.40054048132052733,0.5262158554697046
LogisticRegression,0.48,0.6294679572341367,0.2918059710246935,0.39875763951507864,0.45396950726599367
LogisticRegression,0.5,0.566900740178402,0.30426810634613427,0.39599628794909186,0.38520106028988776
LogisticRegression,0.52,0.49718479154804834,0.3147376852222667,0.3854623930156706,0.3216776643543323
LogisticRegression,0.54,0.432782944265199,0.32805831295257276,0.37321331151118387,0.2634181189254225
LogisticRegression,0.56,0.36970962231922566,0.34141496757609396,0.3549993925403961,0.21192638129077135
LogisticRegression,0.58,0.31119124438539886,0.3547014710124027,0.3315248525695029,0.16823642208561276
LogisticRegression,0.6,0.25608907446068196,0.37056023434639324,0.3028693277468108,0.12926512887034008
RandomForest,0.2,0.9990510533308028,0.23029472241261137,0.37430670775065183,0.9922546199687929
RandomForest,0.22,0.9984816853292845,0.23078272821652604,0.3749109221340681,0.9889647134021394
RandomForest,0.24,0.9976592648826469,0.23109951787101218,0.37527068510101613,0.9863891865471021
RandomForest,0.26,0.9967735813247296,0.23152202662591473,0.37576465818437654,0.9831744778448293
RandomForest,0.28,0.9946858986524957,0.23220404064272213,0.3765131287491469,0.9773654428214239
RandomForest,0.3,0.9899411653065098,0.23347209167002372,0.3778341180731619,0.9658225706389939
RandomForest,0.32,0.9827291706206112,0.23534937276528695,0.37975333390375376,0.9488090538228714
RandomForest,0.34,0.9700765483646486,0.23784706064836358,0.38202723071365396,0.9237305660519242
RandomForest,0.36,0.9458467767444803,0.24221167398383203,0.38566306394613975,0.8793638260673396
RandomForest,0.38,0.9008667046245334,0.24895104895104894,0.39009957949237745,0.8076250634481981
RandomForest,0.4,0.8514582147149997,0.2586528298260786,0.3967748592317443,0.7252082040870039
RandomForest,0.42,0.7858543683178338,0.27053161138576126,0.402501458103817,0.6296881168574813
RandomForest,0.44,0.7116467387866136,0.28188037186458514,0.40381232724270383,0.5387550993551783
RandomForest,0.46,0.6335167963560447,0.29566860550946295,0.4031725581769869,0.4484612637001109
RandomForest,0.48,0.5528563294742835,0.3112955508851922,0.39831358249772103,0.36346887748387946
RandomForest,0.5,0.4720060732586829,0.3267495839537532,0.3861701301726146,0.2890041922809392
RandomForest,0.52,0.3934965521604353,0.3416456113369219,0.36574251021668186,0.2253304006166225
RandomForest,0.54,0.32049092174353133,0.3582743988684583,0.3383310515243597,0.17058635534750813
RandomForest,0.56,0.2582400202441956,0.37691597414589106,0.3064909712054661,0.12685879721015922
RandomForest,0.58,0.20781932055418487,0.3970748217091744,0.2728405315614618,0.09377173688267253
RandomForest,0.6,0.16650850888846713,0.42038013096949367,0.23853543592532173,0.06822326245934615
RandomForestTuned,0.2,0.9965205288796103,0.23140204489364202,0.3755886455489455,0.9835880660989228
RandomForestTuned,0.22,0.9928512684253812,0.2325484908204543,0.3768338655845559,0.9736807474667719
RandomForestTuned,0.24,0.9858923261846018,0.23427892782513268,0.37859242523625586,0.9575508055571221
RandomForestTuned,0.26,0.974315176820396,0.2368546514310321,0.381071384386985,0.9328671065741733
RandomForestTuned,0.28,0.9537546656544569,0.24094614032283843,0.38470469653087,0.8928618427236666
RandomForestTuned,0.3,0.9175049028911242,0.24738170777470747,0.3896927438098693,0.8294888425168725
RandomForestTuned,0.32,0.8613905231859302,0.25714825306893296,0.39606149192082263,0.7394581993871374
RandomForestTuned,0.34,0.789207313215664,0.2690433057280883,0.40128669079211904,0.6371703043633561
RandomForestTuned,0.36,0.7034225343202378,0.2831423478482302,0.40376200591898614,0.5292237700449307
RandomForestTuned,0.38,0.6125767065224268,0.2983791445827684,0.4012930230630556,0.428045043520764
RandomForestTuned,0.4,0.5178718289365472,0.3133157270256822,0.39042304573854153,0.33728122121331755
RandomForestTuned,0.42,0.4336053647118365,0.3319128329297821,0.3760046081685273,0.2593574342488673
RandomForestTuned,0.44,0.3551591067248687,0.3507873031742064,0.35295966803935747,0.1953264527287425
RandomForestTuned,0.46,0.28664515720883155,0.36825422626788035,0.32236491053324323,0.1461282499577012
RandomForestTuned,0.48,0.22793698994116532,0.3852651839178785,0.2864183791088676,0.1080781305810915
RandomForestTuned,0.5,0.18365281204529638,0.41084064534390036,0.2538364009968085,0.07826217735416315
RandomForestTuned,0.52,0.14525210349845005,0.43239171374764596,0.21745513093715962,0.05666159081082097
RandomForestTuned,0.54,0.11381033719238312,0.45452248610409296,0.18203895775360485,0.0405880472994567
RandomForestTuned,0.56,0.08496235844878851,0.46631944444444445,0.14373628725852197,0.028894779388265374
RandomForestTuned,0.58,0.06452837350540899,0.48525214081826834,0.1139092076609526,0.020341022314966255
RandomForestTuned,0.6,0.04643512367938255,0.5020519835841313,0.0850078174764028,0.013686011317278588
ExtraTrees,0.2,1.0,0.22908695652173913,0.37277583218366406,1.0
ExtraTrees,0.22,1.0,0.22911352040816327,0.3728110001297185,0.9998496042712387
ExtraTrees,0.24,0.9999367368887202,0.22912891581983966,0.372826984314188,0.9996992085424774
ExtraTrees,0.26,0.9998734737774404,0.22919415884801114,0.3729089493428969,0.9992668208222887
ExtraTrees,0.28,0.9994938951097615,0.2294298742412361,0.3731944395233202,0.9975560694076289
ExtraTrees,0.3,0.9984816853292845,0.22981827712738073,0.37363729981179644,0.9943601601714511
ExtraTrees,0.32,0.9964572657683305,0.23071965313685566,0.3746848089823493,0.987310360385765
ExtraTrees,0.34,0.9903207439741887,0.23246903679942973,0.37654699621143783,0.9716316056623991
ExtraTrees,0.36,0.9757702283798317,0.23552046908641147,0.3794528636095257,0.9411952700543305
ExtraTrees,0.38,0.9455304611880813,0.24052914480672052,0.38350118673423567,0.8871844039629274
ExtraTrees,0.4,0.9003605997342949,0.24774570901368242,0.38857111654130205,0.8124001278363695
ExtraTrees,0.42,0.8388055924590372,0.25735636645962734,0.39386873022710056,0.7192863722670276
ExtraTrees,0.44,0.7623837540330234,0.2695008498076751,0.3982287725327561,0.6140845599984961
ExtraTrees,0.46,0.6796356044790283,0.283943438615039,0.4005443495768241,0.5093151354501532
ExtraTrees,0.48,0.5901183020180932,0.29911816578483247,0.3970037453183521,0.4108999304419754
ExtraTrees,0.5,0.502688682229392,0.31431962025316457,0.3867890086888797,0.3258699452935537
ExtraTrees,0.52,0.42082621623331434,0.33167132030315116,0.3709672921952988,0.2519880435395635
ExtraTrees,0.54,0.3449737458088189,0.34921549791866796,0.34708166252943795,0.19104017445904536
ExtraTrees,0.56,0.2720313785031948,0.36397494498053157,0.3113573006046124,0.141259188239054
ExtraTrees,0.58,0.2100335294489783,0.3835489833641405,0.27143032334546047,0.10031395108378922
ExtraTrees,0.6,0.159802619092807,0.40847347994825356,0.22973034423173117,0.06876844697610587
ExtraTreesTuned,0.2,0.9998102106661606,0.229182980944923,0.37288975402583613,0.9992668208222887
ExtraTreesTuned,0.22,0.9994306319984817,0.22933875299412063,0.3730694752751145,0.9980072565939128
ExtraTreesTuned,0.24,0.9984816853292845,0.22977478198838241,0.3735798144290854,0.9946045532306882
ExtraTreesTuned,0.26,0.996963370658569,0.23063076247621836,0.37460332552860215,0.9883067320888087
ExtraTreesTuned,0.28,0.991902321756184,0.23208206282009533,0.37615306183650216,0.975297501550956
ExtraTreesTuned,0.3,0.981400645283735,0.23456211443086972,0.37862904702048983,0.9516853721354314
ExtraTreesTuned,0.32,0.9588157145568419,0.2383618520382486,0.38180650199644794,0.9104205440565488
ExtraTreesTuned,0.34,0.9221231100145505,0.2445145272763873,0.3865338972937854,0.8466527550617563
ExtraTreesTuned,0.36,0.8713228316568609,0.25271559633027524,0.39179598048558467,0.7656458556576993
ExtraTreesTuned,0.38,0.8050230910356171,0.2633267113649532,0.3968439600193354,0.669242193521704
ExtraTreesTuned,0.4,0.7273992534952869,0.27630788455530725,0.4004876349703936,0.5661459214558306
ExtraTreesTuned,0.42,0.639526791927627,0.2900800596860742,0.399123499684144,0.46509879119433006
ExtraTreesTuned,0.44,0.5506421205794901,0.3061231667428692,0.3934900542495479,0.3708946665914688
ExtraTreesTuned,0.46,0.46700828746757767,0.3248118977427729,0.3831421601702393,0.28847780723027466
ExtraTreesTuned,0.48,0.38444992724742205,0.3413853154317173,0.3616400856938824,0.2204049404996898
ExtraTreesTuned,0.5,0.30663630037325235,0.35613519470977223,0.32953734235306115,0.16473972139191248
ExtraTreesTuned,0.52,0.24058961219712785,0.37523433645781945,0.2931925063603423,0.11903821931457147
ExtraTreesTuned,0.54,0.18593028405136966,0.39651915812196437,0.2531547439596882,0.08409001184366365
ExtraTreesTuned,0.56,0.14556841905484913,0.43186936936936937,0.2177430801987225,0.05690598387005809
