Model,Threshold,Recall,Precision,F1,FPR
LogisticRegression,0.08,1.0,0.10955548791976463,0.197476357176446,0.9999511726697157
LogisticRegression,0.1,0.9998677073686996,0.10957911066649269,0.19751215177964773,0.9995768298042024
LogisticRegression,0.12,0.9996031221060987,0.10967732570798194,0.1976665097054361,0.9983073192168096
LogisticRegression,0.14,0.999073951580897,0.1099032234592156,0.19802291737682565,0.9954753340603181
LogisticRegression,0.16,0.9976187326365922,0.11035179114961367,0.19872191843994993,0.989485848212106
LogisticRegression,0.18,0.995766635798386,0.11121125262255843,0.2000770856315041,0.9790693510847805
LogisticRegression,0.2,0.9904749305463686,0.11215807292446894,0.20149906476659535,0.9646164613206165
LogisticRegression,0.22,0.9845217621378489,0.11367385592961447,0.20381502731866297,0.9444182223596621
LogisticRegression,0.24,0.9745998147903162,0.11555715899109048,0.20661609008427873,0.9177096726941293
LogisticRegression,0.26,0.9617674295541738,0.11770420140856472,0.20973977266170446,0.8869484546149965
LogisticRegression,0.28,0.946686069585924,0.12045110250799529,0.21371082142483835,0.8504744388925961
LogisticRegression,0.3,0.9293557348855669,0.1238169096004371,0.21852059226079382,0.8091014143650006
LogisticRegression,0.32,0.9059399391453896,0.12743547276550607,0.22344035499869486,0.7631548965674387
LogisticRegression,0.34,0.8804074613044054,0.13158415058525783,0.22894985808893092,0.7148483911394671
LogisticRegression,0.36,0.8548749834634211,0.13684009910425005,0.23591690701325252,0.6634169365732979
LogisticRegression,0.38,0.8277549940468316,0.14252198077536332,0.24317444278191253,0.6127016161846324
LogisticRegression,0.4,0.7960047625347269,0.1487221315932572,0.2506195722348335,0.5605540274409596
LogisticRegression,0.42,0.7638576531287208,0.1561089031281261,0.25923764198805727,0.5080158200550121
LogisticRegression,0.44,0.7306522026723111,0.163683243435481,0.2674511513038425,0.459286144431243
LogisticRegression,0.46,0.6921550469638841,0.17167044000393739,0.2751077926175202,0.41088198434270273
LogisticRegression,0.48,0.6552454028310624,0.18044373201209515,0.28296389396709326,0.36613987402548787
LogisticRegression,0.5,0.6175420029104379,0.1905850651206467,0.291276675402471,0.3226672742956658
LogisticRegression,0.52,0.580896944040217,0.20207086976530142,0.29983953019905085,0.28220569326671113
LogisticRegression,0.54,0.542135203069189,0.21516328887955477,0.3080623942867882,0.2432903110300939
LogisticRegression,0.56,0.5046963884111655,0.2297915913745332,0.31579818716112745,0.20811835744860924
LogisticRegression,0.58,0.46223045376372535,0.2438411612813176,0.3192616959064328,0.17634804121026676
LogisticRegression,0.6,0.4286281254134145,0.26288032454361054,0.3258901629450815,0.14786543187773638
RandomForest,0.08,1.0,0.10972087149637844,0.19774499032072412,0.9982584918865253
RandomForest,0.1,1.0,0.11019592979182459,0.19851618409822072,0.9934245861883758
RandomForest,0.12,1.0,0.11084877991553262,0.19957492310332536,0.9868491723767516
RandomForest,0.14,0.9993385368434978,0.1115854469178841,0.20075475709577975,0.9788740417636431
RandomForest,0.16,0.9982801957930943,0.1125009317927693,0.20221346839242169,0.9688807148321154
RandomForest,0.18,0.9966926842174891,0.11332561182894361,0.2035116153430578,0.9594082127569539
RandomForest,0.2,0.9944437094853816,0.11414817851882222,0.20478940772625728,0.9494637131557103
RandomForest,0.22,0.9920624421219738,0.11485151547639104,0.2058694339208258,0.9406422421510067
RandomForest,0.24,0.9871676147638576,0.11538758910760952,0.2066234701223902,0.9310883611920379
RandomForest,0.26,0.9813467389866385,0.11640278061104399,0.20811940633504475,0.9164727136602594
RandomForest,0.28,0.9735414737399127,0.11868206302615876,0.21157191116222238,0.8894223726827363
RandomForest,0.3,0.9526392379944437,0.12288186208426477,0.2176844014510278,0.8365749255383214
RandomForest,0.32,0.9166556422807249,0.12929651054301175,0.22662676413350996,0.759444019465829
RandomForest,0.34,0.8727344886889801,0.13924184220524294,0.24016600833682217,0.6637424521085269
RandomForest,0.36,0.8203466066940072,0.14996009770017654,0.25356777755060317,0.5720935531648248
RandomForest,0.38,0.7658420425982273,0.16194365960779925,0.2673532535907265,0.48758972021939745
RandomForest,0.4,0.7118666490276492,0.17558572081185148,0.28169087815730925,0.41120749987793165
RandomForest,0.42,0.6618600343960841,0.19150239234449762,0.29705498159363497,0.34377695675526115
RandomForest,0.44,0.6154253208096309,0.20713299790729775,0.3099473649143847,0.28982275679106784
RandomForest,0.46,0.5728270935308903,0.2216874872004915,0.319663356834373,0.24742435832750118
RandomForest,0.48,0.5335361820346607,0.23547614877094647,0.3267439034270437,0.21311502091437315
RandomForest,0.5,0.4939806852758301,0.2507218156180756,0.33262070194192056,0.18162139288097526
RandomForest,0.52,0.45746791903690964,0.26502145922746784,0.33561411170961325,0.15608469914226655
RandomForest,0.54,0.4204259822727874,0.28231322732521985,0.33779761904761907,0.13149200045572174
RandomForest,0.56,0.38179653393305996,0.3018197029910061,0.33712984054669703,0.1086570856594131
RandomForest,0.58,0.3455483529567403,0.32254877747592,0.33365267931276743,0.08928891131329243
RandomForest,0.6,0.307580367773515,0.3423144876325088,0.3240192321092607,0.07270389479337902
RandomForestTuned,0.08,0.9924593200158751,0.11380979110092995,0.20420273286515325,0.9507494995198645
RandomForestTuned,0.1,0.9841248842439476,0.11635982543679906,0.20811302280039165,0.919451180807604
RandomForestTuned,0.12,0.9494642148432332,0.12306663465825303,0.21789091792279552,0.8323594993571068
RandomForestTuned,0.14,0.8726021960576796,0.13917079860744805,0.24005531899406776,0.6640354160902329
