Model,Threshold,Recall,Precision,F1,FPR
LogisticRegression,0.1,0.9957819597663855,0.17505383090678342,0.2977624158631981,0.9727434759214421
LogisticRegression,0.11,0.993754055807917,0.1759442768921442,0.2989580028795237,0.964806967984934
LogisticRegression,0.12,0.9915639195327709,0.1770670374876876,0.3004768693771201,0.9552730696798494
LogisticRegression,0.13,0.9894548994159637,0.17839071046242944,0.30228235818898225,0.9446462200699489
LogisticRegression,0.14,0.9862913692407528,0.1797684699203099,0.3041080472706809,0.9328423459779392
LogisticRegression,0.15,0.9838578844905905,0.18140348778080226,0.30632655638338174,0.9203154425612052
LogisticRegression,0.16,0.9802887735236859,0.18308941611368665,0.3085505655271019,0.9066619585687382
LogisticRegression,0.17,0.9763951979234263,0.18490867474691614,0.3109331611236681,0.8921845574387948
LogisticRegression,0.18,0.972420506164828,0.1869182193809932,0.3135634228319579,0.8768327952649987
LogisticRegression,0.19,0.9695003244646333,0.18933861386138615,0.3168064888076021,0.8604553403282217
LogisticRegression,0.2,0.9639033095392602,0.19134341336167335,0.31930244118713974,0.8444309927360775
LogisticRegression,0.21,0.9587118754055808,0.1939098620203114,0.32257536265505804,0.8261366693570084
LogisticRegression,0.22,0.9539260220635951,0.19658648300763945,0.3259920442417774,0.8081281947807372
LogisticRegression,0.24,0.9420019467878001,0.20195116861435727,0.332598235765838,0.7716404358353511
LogisticRegression,0.26,0.9299967553536664,0.20797054128573503,0.339925284629981,0.7341774280333603
LogisticRegression,0.28,0.9140979883192732,0.21404828385283112,0.34687187379761447,0.6957559860102233
LogisticRegression,0.3,0.8977125243348475,0.22095553736498494,0.3546262917567892,0.656107075598601
LogisticRegression,0.32,0.8830304996755354,0.22846229721505174,0.3630058188972439,0.6181564433683078
LogisticRegression,0.34,0.865914990266061,0.2361568922416654,0.37110427421737846,0.580575733118106
LogisticRegression,0.36,0.8488805970149254,0.24474952055755647,0.3799513488000581,0.5429950228679042
LogisticRegression,0.38,0.8298182998053212,0.25402895383774926,0.3889807791022643,0.5051284638149045
LogisticRegression,0.4,0.8131083711875405,0.2644715318452852,0.39912402946446346,0.46875840731772933
LogisticRegression,0.42,0.7908825438027255,0.27442371020856204,0.40746390287732204,0.43346448748991123
LogisticRegression,0.44,0.7692245295262816,0.2857788626706446,0.41673441585550747,0.39850686037126715
LogisticRegression,0.46,0.7485399091499026,0.2983028931630839,0.4266000970806463,0.3649952919020716
LogisticRegression,0.48,0.7254218040233614,0.31108251008765825,0.43543675138767163,0.33301385525961796
LogisticRegression,0.5,0.6997890979883192,0.32307231397221287,0.4420588762778304,0.30394135055152005
LogisticRegression,0.52,0.6756164828033744,0.3372201303696506,0.4498879196262187,0.2752555824589723
LogisticRegression,0.54,0.6494970798182998,0.35130747630747633,0.4559794988610478,0.24860438525692763
LogisticRegression,0.56,0.620944192083063,0.36779897179647336,0.4619655411725657,0.22124697336561744
LogisticRegression,0.58,0.594905905256327,0.3862439435432905,0.4683867671477839,0.19595776163572773
LogisticRegression,0.6,0.5663530175210902,0.40489445604268154,0.47220343568240225,0.1725517890772128
RandomForest,0.1,1.0,0.17447669728406245,0.2971139362535398,0.9807808716707022
RandomForest,0.11,1.0,0.17509125253873795,0.2980045203476075,0.9766108420769438
RandomForest,0.12,0.9998377676833226,0.17581696549559958,0.299047734578759,0.9715664514393328
RandomForest,0.13,0.9995944192083063,0.1766789011871308,0.3002826648472148,0.9655804412160345
RandomForest,0.14,0.9992699545749514,0.1775967707056873,0.30159254770910604,0.9592076943771859
RandomForest,0.15,0.9983776768332252,0.17850098619329388,0.3028543307086614,0.9524482109227872
RandomForest,0.16,0.9975665152498377,0.1794359251207377,0.3041612564150127,0.9456382835620124
RandomForest,0.17,0.9965120051914341,0.18055555555555555,0.3057186940075652,0.9375
RandomForest,0.18,0.9951330304996755,0.18182896101971247,0.30747637785408155,0.928201506591337
RandomForest,0.19,0.993429591174562,0.1835251453575496,0.30981533012901596,0.9161454129674469
RandomForest,0.2,0.991239454899416,0.18547750591949486,0.3124840177977804,0.9023405972558515
RandomForest,0.21,0.9879948085658663,0.18795716181599334,0.3158304161804745,0.8848197471078827
RandomForest,0.22,0.9836145360155742,0.19093356847061047,0.3197911309782824,0.8639864137745493
RandomForest,0.24,0.9729883192731992,0.19931208667043301,0.3308509171148807,0.8102468388485338
RandomForest,0.26,0.9548182998053212,0.20954161103693814,0.3436637811482709,0.7466370729082593
RandomForest,0.28,0.9346203763789747,0.22053785051201072,0.35686742136806404,0.6847423997847727
RandomForest,0.3,0.9107722258273848,0.23236274083731712,0.3702616696070834,0.6237052730696798
RandomForest,0.32,0.8847339390006489,0.2449855124547966,0.38371827120969587,0.5652071563088512
RandomForest,0.34,0.8578033744321869,0.26010281132400326,0.3991695762951779,0.5058178638687113
RandomForest,0.36,0.8281148604802077,0.27588163761653833,0.4138811748728032,0.4505649717514124
RandomForest,0.38,0.797939649578196,0.2930818734358241,0.4287021703129086,0.3989608555286521
RandomForest,0.4,0.7676022063595068,0.30945062132112494,0.44108324787918335,0.35507465698143664
RandomForest,0.42,0.7374269954574951,0.32640384891569724,0.45251368840219014,0.31545937584073175
RandomForest,0.44,0.7080629461388709,0.3430806115631018,0.46220645468745863,0.28103981705676623
RandomForest,0.46,0.6816190785204412,0.3625733517431826,0.4733551149166291,0.2484026096314232
RandomForest,0.48,0.6523361453601557,0.3797874852420307,0.4800764110676656,0.22082660747914984
RandomForest,0.5,0.6234587929915639,0.3976614238410596,0.48559514783927216,0.1957559860102233
RandomForest,0.52,0.5954737183646982,0.4153793922933288,0.4893836872104263,0.17372881355932204
RandomForest,0.54,0.5689487345879299,0.4339004021033096,0.4923314498297828,0.1538707290825935
RandomForest,0.56,0.540720311486048,0.45282249847157124,0.4928832858885726,0.13544188861985473
RandomForest,0.58,0.5135463984425698,0.471969584016699,0.49188097272939163,0.11909806295399515
RandomForest,0.6,0.48669695003244645,0.4922874958976042,0.48947626040137054,0.10404896421845575
GradientBoosting,0.1,0.8440947436729397,0.268986196556894,0.4079664405849375,0.4755178907721281
GradientBoosting,0.11,0.8112426995457496,0.28730249928181556,0.42432856718571005,0.41715429109496904
GradientBoosting,0.12,0.7803374432186891,0.3044689201164704,0.43802932337674166,0.36951842884046276
GradientBoosting,0.13,0.7508111615833875,0.32003319272526104,0.44877575757575755,0.3306766209308582
GradientBoosting,0.14,0.726476314081765,0.33646404688556614,0.4599188620140708,0.2969800914716169
GradientBoosting,0.15,0.7018170019467878,0.35162155571811754,0.4685113987112146,0.26826069410815173
GradientBoosting,0.16,0.6799967553536664,0.36741760168302945,0.4770657864784885,0.24268563357546408
GradientBoosting,0.17,0.6572842310188189,0.38060122123062473,0.4820631804390505,0.22173459779391982
GradientBoosting,0.18,0.6382219338092148,0.3950989253791303,0.48805905340859745,0.20254909873553942
GradientBoosting,0.19,0.6182673588578845,0.40862059722296684,0.49204351053871725,0.18548224374495562
GradientBoosting,0.2,0.5988805970149254,0.4216206955627891,0.494855725728074,0.17029862792574657
GradientBoosting,0.21,0.5797371836469825,0.4326795011502603,0.49552797614920613,0.1575699488835082
GradientBoosting,0.22,0.5643251135626217,0.4454475605071072,0.49788878551492166,0.1456315577078289
GradientBoosting,0.24,0.5332576249188838,0.4691023262451834,0.4991268696378407,0.12510088781275222
GradientBoosting,0.26,0.504704737183647,0.4884597268016957,0.4964493736535546,0.10956416464891042
GradientBoosting,0.28,0.4799643088903309,0.5074614065180103,0.4933299983324996,0.09656645143933279
GradientBoosting,0.3,0.45481829980532124,0.5239207624743039,0.4869300911854103,0.08567056766209309
GradientBoosting,0.32,0.43113238157040884,0.5406917599186165,0.47973643830670637,0.0759180790960452
GradientBoosting,0.34,0.41109669046073977,0.5579654299240339,0.4734015225818505,0.06751076136669357
GradientBoosting,0.36,0.3913854639844257,0.5733127376425855,0.4651947551099113,0.06038135593220339
GradientBoosting,0.38,0.37256651524983775,0.5884689301729661,0.45626583221576517,0.05400860909335486
GradientBoosting,0.4,0.35447761194029853,0.6042588495575221,0.44683026584867075,0.04812348668280872
GradientBoosting,0.42,0.3366320571057755,0.6156356623646343,0.4352614190571084,0.04356672047350013
GradientBoosting,0.44,0.31894873458792994,0.6304312970979637,0.4235927821168866,0.038757734732311006
GradientBoosting,0.46,0.30337443218689164,0.644161212538753,0.41248483511635603,0.03473903685768093
GradientBoosting,0.48,0.28423101881894874,0.6561797752808989,0.3966493094860765,0.030871670702179176
GradientBoosting,0.5,0.2695489941596366,0.6700947771728171,0.3844507433331405,0.027508743610438525
GradientBoosting,0.52,0.2547858533419857,0.6837178929037876,0.37123271480912423,0.02443166532149583
GradientBoosting,0.54,0.2385626216742375,0.6944510035419126,0.3551289017690032,0.021758138283562014
GradientBoosting,0.56,0.22477287475665153,0.7086956521739131,0.3412981894321961,0.019151869787463006
GradientBoosting,0.58,0.21098312783906553,0.7220988339811216,0.32655367231638416,0.016831450094161957
GradientBoosting,0.6,0.19540882543802726,0.7337800791958574,0.30862853116392286,0.014695991390906646
XGBoostCalibratedTuned,0.1,0.811404931862427,0.28748383388417875,0.4245485219531863,0.4168684422921711
XGBoostCalibratedTuned,0.11,0.777579493835172,0.30610550517307444,0.4392814590779947,0.36538202851762175
XGBoostCalibratedTuned,0.12,0.7504055807916937,0.32295339500785475,0.45156566519415225,0.3261030400860909
XGBoostCalibratedTuned,0.13,0.7242050616482804,0.33836125217918595,0.4612284961512631,0.2935499058380414
XGBoostCalibratedTuned,0.14,0.7043316028552887,0.3540180209564969,0.4711979378646045,0.2664110842076944
XGBoostCalibratedTuned,0.15,0.6829169370538611,0.36733714385444394,0.47771441541124066,0.2438122141511972
XGBoostCalibratedTuned,0.16,0.6621512005191434,0.3800633206071329,0.48293202390108264,0.22388687113263384
