mean_predicted_risk,fraction_positive,model
0.1814229175194039,0.12307692307692308,LogisticRegression
0.27040404820639896,0.12218649517684887,LogisticRegression
0.357341864165235,0.15402298850574714,LogisticRegression
0.4504351523174173,0.20406764168190128,LogisticRegression
0.546353886686954,0.2826010954434215,LogisticRegression
0.6426778220433277,0.3700416392724085,LogisticRegression
0.7374845193389427,0.5339805825242718,LogisticRegression
0.8238861232803799,0.7009646302250804,LogisticRegression
0.9062130955829686,1.0,LogisticRegression
0.16488809600011628,0.041916167664670656,RandomForest
0.2638809350536353,0.08912280701754385,RandomForest
0.36573844386646037,0.14828690555320564,RandomForest
0.4468544127357039,0.21836526553507685,RandomForest
0.5436199928864669,0.31557712916850533,RandomForest
0.6403135209848566,0.4402451481103167,RandomForest
0.7349014257558394,0.6096333572969087,RandomForest
0.8213908476787496,0.7090909090909091,RandomForest
0.08786760195009509,0.05263157894736842,RandomForestTuned
0.16375552401643773,0.06624203821656051,RandomForestTuned
0.2699529409310463,0.1257319453480807,RandomForestTuned
0.35221173881920526,0.18886679920477137,RandomForestTuned
0.44334091405277815,0.28599029030020806,RandomForestTuned
0.5410990147879948,0.4052707486560902,RandomForestTuned
0.6387995948933932,0.5398104265402843,RandomForestTuned
0.7329621949507812,0.6642857142857143,RandomForestTuned
0.8150694086392979,0.9375,RandomForestTuned
0.28181090576848733,0.10136986301369863,ExtraTrees
0.36975175976505753,0.13700234192037472,ExtraTrees
0.4479062283811035,0.2082769991755977,ExtraTrees
0.5436900929483055,0.30985915492957744,ExtraTrees
0.6382903652998179,0.43331780779382084,ExtraTrees
0.7264323073507668,0.6259220231822972,ExtraTrees
0.8138524835963936,1.0,ExtraTrees
0.18963055353783487,0.14285714285714285,ExtraTreesTuned
0.27519294796629484,0.10952380952380952,ExtraTreesTuned
0.36158679370768104,0.15809762667781338,ExtraTreesTuned
0.4460327599399893,0.23854069223573432,ExtraTreesTuned
0.5419068422972455,0.34745196943846895,ExtraTreesTuned
0.6371834401342006,0.4873730799271023,ExtraTreesTuned
0.726804843515594,0.6832579185520362,ExtraTreesTuned
0.8146177253091234,1.0,ExtraTreesTuned
0.07014796624666542,0.06221719457013575,GradientBoosting
0.1674010561015818,0.1567660734327401,GradientBoosting
0.24202737127052115,0.24590222732326675,GradientBoosting
0.3410861569664303,0.35174746335963925,GradientBoosting
0.4417406513416018,0.4605868814729574,GradientBoosting
0.5431915161848154,0.5699001426533523,GradientBoosting
0.642368674374959,0.6666666666666666,GradientBoosting
0.7330642238347191,0.7801418439716312,GradientBoosting
0.8381452021143265,0.9230769230769231,GradientBoosting
0.09232688878827883,0.017985611510791366,XGBoostCalibrated
0.17188356215338155,0.15727279237986105,XGBoostCalibrated
0.23920839193801033,0.25468094667465546,XGBoostCalibrated
0.3418267933575568,0.3556826478461913,XGBoostCalibrated
0.44177114021192815,0.44321329639889195,XGBoostCalibrated
0.5436337321889205,0.5352941176470588,XGBoostCalibrated
0.643988074131925,0.628032345013477,XGBoostCalibrated
0.7434903793706354,0.7202572347266881,XGBoostCalibrated
0.8296284970805734,0.9047619047619048,XGBoostCalibrated
0.07630252977505245,0.0705596107055961,XGBoostCalibratedTuned
0.16381438275964796,0.15920608108108109,XGBoostCalibratedTuned
0.24222663732656524,0.24580085188459375,XGBoostCalibratedTuned
0.3427463616380872,0.3410935085007728,XGBoostCalibratedTuned
0.44268436356072793,0.44275862068965516,XGBoostCalibratedTuned
0.5411757032276733,0.5876116071428571,XGBoostCalibratedTuned
0.6281134471224381,0.7270029673590505,XGBoostCalibratedTuned
0.7018738458158461,1.0,XGBoostCalibratedTuned
0.0467702473913264,0.031007751937984496,XGBoostRaw
0.16808317176088788,0.08984660336011688,XGBoostRaw
0.26661989066451885,0.14058011305717727,XGBoostRaw
0.34867503084248064,0.19497772999539242,XGBoostRaw
0.4450983886641317,0.27612212626201194,XGBoostRaw
0.544025424457129,0.3570742253182801,XGBoostRaw
0.6428989526642211,0.4539614561027837,XGBoostRaw
0.7412526692156748,0.5805812417437253,XGBoostRaw
0.8351796151796976,0.7333333333333333,XGBoostRaw
0.9226966947317123,0.9375,XGBoostRaw
